Codebase_Nodes,Baseline_TFIDF_ms,Ruflo_HNSW_ms
3865,193.28947368421052,4.129960601217792
3890,194.54135338345864,4.133188513905043
3915,195.7932330827068,4.13639572134964
3940,197.0451127819549,4.139582487484454
3965,198.296992481203,4.1427490712277075
3990,199.54887218045113,4.145895726609218
4016,200.80075187969925,4.149022702892684
4041,202.0526315789474,4.152130244694174
4066,203.3045112781955,4.155218592096957
4091,204.5563909774436,4.158287980762807
4116,205.80827067669176,4.161338642039909
4141,207.06015037593986,4.164370803067502
4166,208.31203007518798,4.1673846868773605
4191,209.56390977443607,4.170380512492233
4216,210.81578947368422,4.173358495021361
4241,212.06766917293237,4.176318845753157
4266,213.31954887218046,4.179261772245164
4291,214.57142857142858,4.182187478411379
4316,215.82330827067668,4.185096164607038
4341,217.07518796992483,4.187988027710947
4366,218.32706766917295,4.190863261205451
4391,219.57894736842104,4.193722055254106
4416,220.8308270676692,4.1965645967771605
4441,222.08270676691728,4.199391069524881
4466,223.33458646616543,4.202201654148841
4491,224.58646616541355,4.204996528271196
4516,225.83834586466165,4.207775866552048
4541,227.0902255639098,4.2105398407549375
4566,228.3421052631579,4.213288619810547
4591,229.593984962406,4.216022369878652
4616,230.84586466165416,4.218741254408388
4641,232.09774436090225,4.221445434196902
4666,233.3496240601504,4.224135067446404
4692,234.6015037593985,4.226810309819716
4717,235.85338345864662,4.22947131449432
4742,237.10526315789477,4.232118232214995
4767,238.35714285714286,4.234751211345053
4792,239.60902255639098,4.237370397916247
4817,240.86090225563913,4.239975935677363
4842,242.11278195488723,4.242567966141567
4867,243.36466165413538,4.2451466286325195
4892,244.61654135338347,4.247712060329318
4917,245.8684210526316,4.25026439631028
4942,247.12030075187974,4.252803769595627
4967,248.37218045112783,4.255330311189079
4992,249.62406015037595,4.257844150118409
5017,250.87593984962405,4.260345413474985
5042,252.1278195488722,4.2628342264523225
5067,253.37969924812035,4.265310712383686
5092,254.63157894736844,4.267774992778762
5117,255.88345864661656,4.270227187359433
5142,257.1353383458647,4.2726674140946805
5167,258.3872180451128,4.27509578923464
5192,259.6390977443609,4.277512427343825
5217,260.890977443609,4.27991744133357
5242,262.14285714285717,4.282310942493674
5267,263.39473684210526,4.284693040523312
5292,264.6466165413534,4.287063843561197
5317,265.89849624060156,4.2894234582150395
5343,267.15037593984965,4.291771989590312
5368,268.40225563909775,4.294109541318344
5393,269.65413533834584,4.296436215583756
5418,270.906015037594,4.298752113151269
5443,272.15789473684214,4.301057333391886
5468,273.40977443609023,4.303351974308478
5493,274.6616541353384,4.305636132560783
5518,275.9135338345865,4.3079099034898425
5543,277.1654135338346,4.310173381141876
5568,278.4172932330827,4.312426658291624
5593,279.6691729323308,4.314669826465162
5618,280.92105263157896,4.316902975962216
5643,282.17293233082705,4.319126195877962
5668,283.4248120300752,4.3213395741243685
5693,284.67669172932335,4.3235431974510465
5718,285.92857142857144,4.325737151465653
5743,287.1804511278196,4.327921520653849
5768,288.4323308270677,4.330096388398817
5793,289.6842105263158,4.332261837000365
5818,290.93609022556393,4.334417947693609
5843,292.187969924812,4.336564800667263
5868,293.4398496240602,4.338702475081529
5893,294.69172932330827,4.340831049085618
5918,295.9436090225564,4.342950599834887
5943,297.19548872180457,4.345061203507622
5968,298.44736842105266,4.347162935321468
5993,299.69924812030075,4.349255869549512
6019,300.95112781954884,4.3513400795360315
6044,302.203007518797,4.35341563771192
6069,303.45488721804514,4.3554826156097874
6094,304.70676691729324,4.357541083878756
6119,305.9586466165414,4.359591112298945
6144,307.2105263157895,4.361632769795671
6169,308.46240601503763,4.363666124453347
6194,309.7142857142858,4.365691243529107
6219,310.9661654135339,4.367708193466161
6244,312.21804511278197,4.369717039906867
6269,313.46992481203006,4.371717847705552
6294,314.7218045112782,4.37371068094108
6319,315.97368421052636,4.375695602929162
6344,317.22556390977445,4.3776726762344245
6369,318.4774436090226,4.379641962682249
6394,319.7293233082707,4.381603523370367
6419,320.98120300751884,4.383557418680233
6444,322.23308270676694,4.385503708288186
6469,323.48496240601503,4.387442451176375
6494,324.7368421052632,4.389373705643492
6519,325.9887218045113,4.391297529315286
6544,327.2406015037594,4.393213979154882
6569,328.49248120300757,4.3951231114729055
6594,329.74436090225566,4.3970249819374025
6619,330.9962406015038,4.398919645583585
6644,332.2481203007519,4.400807156823387
6670,333.5,4.402687569454835
6695,334.75187969924815,4.404560936671256
6720,336.00375939849624,4.406427311070302
6745,337.2556390977444,4.408286744662811
6770,338.5075187969925,4.410139288881505
6795,339.75939849624064,4.411984994589528
6820,341.0112781954888,4.413823912088821
6845,342.2631578947369,4.415656091128351
6870,343.51503759398497,4.4174815809121855
6895,344.76691729323306,4.419300430107422
6920,346.0187969924812,4.421112686851973
6945,347.27067669172936,4.422918398762208
6970,348.52255639097746,4.424717612940465
6995,349.7744360902256,4.426510375982419
7020,351.0263157894737,4.428296733984324
7045,352.27819548872185,4.430076732550127
7070,353.53007518796994,4.431850416798448
7095,354.78195488721803,4.433617831369448
7120,356.0338345864662,4.435379020431567
7145,357.2857142857143,4.437134027688148
7170,358.5375939849624,4.438882896383945
7195,359.7894736842106,4.440625669311516
7220,361.04135338345867,4.442362388817504
7245,362.2932330827068,4.444093096808812
7270,363.5451127819549,4.445817834758675
7295,364.796992481203,4.447536643712618
7320,366.04887218045116,4.449249564294314
7346,367.30075187969925,4.450956636711355
7371,368.5526315789474,4.452657900760907
7396,369.8045112781955,4.4543533958352794
7421,371.05639097744364,4.4560431609274
7446,372.3082706766918,4.457727234636189
7471,373.5601503759399,4.459405655171859
7496,374.812030075188,4.461078460361111
7521,376.06390977443607,4.462745687652248
7546,377.3157894736842,4.464407374120212
7571,378.56766917293237,4.466063556471522
7596,379.81954887218046,4.467714271049149
7621,381.0714285714286,4.469359553837293
7646,382.3233082706767,4.470999440466095
7671,383.57518796992485,4.472633966216262
7696,384.82706766917295,4.4742631660236265
7721,386.07894736842104,4.475887074483625
7746,387.3308270676692,4.4775057258557025
7771,388.5827067669173,4.479119154067656
7796,389.83458646616543,4.480727392719895
7821,391.0864661654136,4.482330475089642
7846,392.3383458646617,4.483928434135069
7871,393.5902255639098,4.485521302499355
7896,394.8421052631579,4.487109112514691
7921,396.093984962406,4.488691896206223
7946,397.34586466165416,4.490269685295917
7971,398.59774436090225,4.491842511206383
7996,399.8496240601504,4.493410405064624
8022,401.1015037593985,4.494973397705737
8047,402.35338345864665,4.496531519676546
8072,403.6052631578948,4.498084801239193
8097,404.8571428571429,4.499633272374652
8122,406.109022556391,4.501176962786213
8147,407.36090225563913,4.502715901902895
8172,408.6127819548872,4.504250118882813
8197,409.8646616541353,4.505779642616493
8222,411.1165413533835,4.507304501730136
8247,412.3684210526316,4.508824724588836
8272,413.6203007518797,4.51034033929974
8297,414.87218045112786,4.511851373715169
8322,416.12406015037595,4.513357855435692
8347,417.37593984962405,4.514859811813147
8372,418.62781954887214,4.5163572699536205
8397,419.87969924812035,4.517850256720388
8422,421.13157894736844,4.519338798736798
8447,422.38345864661653,4.520822922389126
8472,423.63533834586474,4.52230265382938
8497,424.88721804511283,4.523778018978063
8522,426.1390977443609,4.525249043526902
8547,427.3909774436091,4.526715752941528
8572,428.64285714285717,4.528178172464123
8597,429.89473684210526,4.529636327116026
8622,431.14661654135335,4.531090241700304
8647,432.39849624060156,4.53253994080428
8673,433.65037593984965,4.533985448802031
8698,434.90225563909775,4.535426789856842
8723,436.1541353383459,4.536863987923638
8748,437.406015037594,4.5382970667513645
8773,438.6578947368421,4.5397260498853464
8798,439.9097744360903,4.541150960669608
8823,441.1616541353384,4.542571822249162
8848,442.4135338345865,4.543988657572263
8873,443.66541353383457,4.545401489392636
8898,444.9172932330828,4.546810340271663
8923,446.16917293233087,4.54821523258055
8948,447.42105263157896,4.549616188502455
8973,448.6729323308271,4.551013230034591
8998,449.9248120300752,4.552406378990298
9023,451.1766917293233,4.553795657001088
9048,452.4285714285715,4.555181085518659
9073,453.6804511278196,4.55656268581688
9098,454.9323308270677,4.557940478993759
9123,456.1842105263158,4.559314485973364
9148,457.43609022556393,4.560684727507743
9173,458.687969924812,4.562051224178794
9198,459.9398496240601,4.563413996400126
9223,461.1917293233083,4.564773064418884
9248,462.4436090225564,4.566128448317562
9273,463.6954887218045,4.567480168015772
9298,464.9473684210527,4.568828243272011
9323,466.1992481203008,4.5701726936853895
9349,467.4511278195489,4.5715135386973405
9374,468.703007518797,4.572850797593308
9399,469.95488721804514,4.574184489504408
9424,471.20676691729324,4.575514633409079
9449,472.45864661654133,4.576841248134691
9474,473.71052631578954,4.578164352359155
9499,474.96240601503763,4.579483964612492
9524,476.2142857142857,4.5808001032783965
9549,477.4661654135339,4.582112786595771
9574,478.71804511278197,4.583422032660241
9599,479.96992481203006,4.584727859425657
9624,481.22180451127826,4.586030284705563
9649,482.47368421052636,4.587329326174663
9674,483.72556390977445,4.588625001370255
9699,484.97744360902254,4.589917327693654
9724,486.22932330827075,4.591206322411594
9749,487.48120300751884,4.592492002657611
9774,488.73308270676694,4.59377438543341
9799,489.9849624060151,4.595053487610215
9824,491.2368421052632,4.5963293259301015
9849,492.4887218045113,4.597601917007306
9874,493.7406015037595,4.598871277329531
9899,494.99248120300757,4.600137423259223
9924,496.24436090225566,4.60140037103484
9949,497.49624060150376,4.602660136772098
9974,498.7481203007519,4.603916736465207
10000,500.0,4.605170185988092
