Iteration,Standard_Agent_Cumulative_USD,ARG_Swarm_Cumulative_USD
90,21.375,0.4500000000000003
91,21.84,0.4550000000000003
92,22.31,0.4600000000000003
93,22.785,0.4650000000000003
94,23.265,0.4700000000000003
95,23.75,0.4750000000000003
96,24.24,0.4800000000000003
97,24.735,0.4850000000000003
98,25.235,0.4900000000000003
99,25.74,0.49500000000000033
100,26.25,0.5000000000000003
101,26.765,0.5050000000000003
102,27.285,0.5100000000000003
103,27.81,0.5150000000000003
104,28.34,0.5200000000000004
105,28.875,0.5250000000000004
106,29.415,0.5300000000000004
107,29.96,0.5350000000000004
108,30.51,0.5400000000000004
109,31.065,0.5450000000000004
110,31.625,0.5500000000000004
111,32.19,0.5550000000000004
112,32.76,0.5600000000000004
113,33.335,0.5650000000000004
114,33.915,0.5700000000000004
115,34.5,0.5750000000000004
116,35.09,0.5800000000000004
117,35.685,0.5850000000000004
118,36.285000000000004,0.5900000000000004
119,36.89,0.5950000000000004
120,37.5,0.6000000000000004
121,38.115,0.6050000000000004
122,38.735,0.6100000000000004
123,39.36,0.6150000000000004
124,39.99,0.6200000000000004
125,40.625,0.6250000000000004
126,41.265,0.6300000000000004
127,41.910000000000004,0.6350000000000005
128,42.56,0.6400000000000005
129,43.215,0.6450000000000005
130,43.875,0.6500000000000005
131,44.54,0.6550000000000005
132,45.21,0.6600000000000005
133,45.885,0.6650000000000005
134,46.565,0.6700000000000005
135,47.25,0.6750000000000005
136,47.94,0.6800000000000005
137,48.635,0.6850000000000005
138,49.335,0.6900000000000005
139,50.04,0.6950000000000005
140,50.75,0.7000000000000005
141,51.465,0.7050000000000005
142,52.185,0.7100000000000005
143,52.910000000000004,0.7150000000000005
144,53.64,0.7200000000000005
145,54.375,0.7250000000000005
146,55.115,0.7300000000000005
147,55.86,0.7350000000000005
148,56.61,0.7400000000000005
149,57.365,0.7450000000000006
150,58.125,0.7500000000000006
151,58.89,0.7550000000000006
152,59.660000000000004,0.7600000000000006
153,60.435,0.7650000000000006
154,61.215,0.7700000000000006
155,62.0,0.7750000000000006
156,62.79,0.7800000000000006
157,63.585,0.7850000000000006
158,64.385,0.7900000000000006
159,65.19000000000001,0.7950000000000006
160,66.00000000000001,0.8000000000000006
161,66.81500000000001,0.8050000000000006
162,67.635,0.8100000000000006
163,68.46000000000001,0.8150000000000006
164,69.29,0.8200000000000006
165,70.125,0.8250000000000006
166,70.965,0.8300000000000006
167,71.81,0.8350000000000006
168,72.66,0.8400000000000006
169,73.515,0.8450000000000006
170,74.375,0.8500000000000006
171,75.24,0.8550000000000006
172,76.11,0.8600000000000007
173,76.985,0.8650000000000007
174,77.865,0.8700000000000007
175,78.75,0.8750000000000007
176,79.64,0.8800000000000007
177,80.535,0.8850000000000007
178,81.435,0.8900000000000007
179,82.34,0.8950000000000007
180,83.25,0.9000000000000007
181,84.165,0.9050000000000007
182,85.08500000000001,0.9100000000000007
183,86.01,0.9150000000000007
184,86.94000000000001,0.9200000000000007
185,87.87500000000001,0.9250000000000007
186,88.81500000000001,0.9300000000000007
187,89.76,0.9350000000000007
188,90.71000000000001,0.9400000000000007
189,91.665,0.9450000000000007
190,92.625,0.9500000000000007
191,93.59,0.9550000000000007
192,94.56,0.9600000000000007
193,95.535,0.9650000000000007
194,96.515,0.9700000000000008
195,97.5,0.9750000000000008
196,98.49,0.9800000000000008
197,99.485,0.9850000000000008
198,100.485,0.9900000000000008
199,101.49,0.9950000000000008
200,102.5,1.0000000000000007
201,103.515,1.0050000000000006
202,104.535,1.0100000000000005
203,105.56,1.0150000000000003
204,106.59,1.0200000000000002
205,107.625,1.0250000000000001
206,108.665,1.03
207,109.71000000000001,1.035
208,110.76,1.0399999999999998
209,111.81500000000001,1.0449999999999997
210,112.87500000000001,1.0499999999999996
211,113.94000000000001,1.0549999999999995
212,115.01,1.0599999999999994
213,116.08500000000001,1.0649999999999993
214,117.165,1.0699999999999992
215,118.25,1.074999999999999
216,119.34,1.079999999999999
217,120.435,1.0849999999999989
218,121.535,1.0899999999999987
219,122.64,1.0949999999999986
220,123.75,1.0999999999999985
221,124.865,1.1049999999999984
222,125.985,1.1099999999999983
223,127.11,1.1149999999999982
224,128.24,1.119999999999998
225,129.375,1.124999999999998
226,130.515,1.129999999999998
227,131.66,1.1349999999999978
228,132.81,1.1399999999999977
229,133.965,1.1449999999999976
230,135.125,1.1499999999999975
231,136.29,1.1549999999999974
232,137.45999999999998,1.1599999999999973
233,138.635,1.1649999999999971
234,139.815,1.169999999999997
235,141.0,1.174999999999997
236,142.19,1.1799999999999968
237,143.385,1.1849999999999967
238,144.58499999999998,1.1899999999999966
239,145.79,1.1949999999999965
240,147.0,1.1999999999999964
241,148.215,1.2049999999999963
242,149.435,1.2099999999999962
243,150.66,1.214999999999996
244,151.89,1.219999999999996
245,153.125,1.2249999999999959
246,154.365,1.2299999999999958
247,155.61,1.2349999999999957
248,156.86,1.2399999999999956
249,158.115,1.2449999999999954
250,159.375,1.2499999999999953
251,160.64,1.2549999999999952
252,161.91,1.2599999999999951
253,163.185,1.264999999999995
254,164.465,1.269999999999995
255,165.75,1.2749999999999948
256,167.04,1.2799999999999947
257,168.33499999999998,1.2849999999999946
258,169.635,1.2899999999999945
259,170.94,1.2949999999999944
260,172.25,1.2999999999999943
261,173.565,1.3049999999999942
262,174.885,1.309999999999994
263,176.20999999999998,1.314999999999994
264,177.54,1.3199999999999938
265,178.875,1.3249999999999937
266,180.215,1.3299999999999936
267,181.56,1.3349999999999935
268,182.91,1.3399999999999934
269,184.265,1.3449999999999933
270,185.625,1.3499999999999932
271,186.99,1.354999999999993
272,188.36,1.359999999999993
273,189.735,1.3649999999999929
274,191.115,1.3699999999999928
275,192.5,1.3749999999999927
276,193.89,1.3799999999999926
277,195.285,1.3849999999999925
278,196.685,1.3899999999999924
279,198.09,1.3949999999999922
280,199.5,1.3999999999999921
281,200.915,1.404999999999992
282,202.33499999999998,1.409999999999992
283,203.76,1.4149999999999918
284,205.19,1.4199999999999917
285,206.625,1.4249999999999916
286,208.065,1.4299999999999915
287,209.51,1.4349999999999914
288,210.95999999999998,1.4399999999999913
289,212.415,1.4449999999999912
290,213.875,1.449999999999991
291,215.34,1.454999999999991
292,216.81,1.4599999999999909
293,218.285,1.4649999999999908
294,219.765,1.4699999999999906
295,221.25,1.4749999999999905
296,222.74,1.4799999999999904
297,224.235,1.4849999999999903
298,225.735,1.4899999999999902
299,227.24,1.4949999999999901
300,228.75,1.49999999999999
301,230.265,1.50499999999999
302,231.785,1.5099999999999898
303,233.31,1.5149999999999897
304,234.84,1.5199999999999896
305,236.375,1.5249999999999895
306,237.915,1.5299999999999894
307,239.45999999999998,1.5349999999999893
308,241.01,1.5399999999999892
309,242.565,1.544999999999989
310,244.125,1.549999999999989
311,245.69,1.5549999999999888
312,247.26,1.5599999999999887
313,248.83499999999998,1.5649999999999886
314,250.415,1.5699999999999885
315,252.0,1.5749999999999884
316,253.59,1.5799999999999883
317,255.185,1.5849999999999882
318,256.785,1.589999999999988
319,258.39000000000004,1.594999999999988
320,260.00000000000006,1.5999999999999879
321,261.61500000000007,1.6049999999999878
322,263.23500000000007,1.6099999999999877
323,264.86000000000007,1.6149999999999876
324,266.49000000000007,1.6199999999999875
325,268.12500000000006,1.6249999999999873
326,269.76500000000004,1.6299999999999872
327,271.41,1.6349999999999871
328,273.06,1.639999999999987
329,274.715,1.644999999999987
330,276.375,1.6499999999999868
331,278.04,1.6549999999999867
332,279.71000000000004,1.6599999999999866
333,281.38500000000005,1.6649999999999865
334,283.06500000000005,1.6699999999999864
335,284.75000000000006,1.6749999999999863
336,286.44000000000005,1.6799999999999862
337,288.13500000000005,1.684999999999986
338,289.83500000000004,1.689999999999986
339,291.54,1.6949999999999859
340,293.25,1.6999999999999857
341,294.965,1.7049999999999856
342,296.685,1.7099999999999855
343,298.41,1.7149999999999854
344,300.14000000000004,1.7199999999999853
345,301.87500000000006,1.7249999999999852
346,303.61500000000007,1.729999999999985
347,305.36000000000007,1.734999999999985
348,307.11000000000007,1.739999999999985
349,308.86500000000007,1.7449999999999848
350,310.62500000000006,1.7499999999999847
351,312.39000000000004,1.7549999999999846
352,314.16,1.7599999999999845
353,315.935,1.7649999999999844
354,317.715,1.7699999999999843
355,319.5,1.7749999999999841
356,321.29,1.779999999999984
357,323.08500000000004,1.784999999999984
358,324.88500000000005,1.7899999999999838
359,326.69000000000005,1.7949999999999837
360,328.50000000000006,1.7999999999999836
361,330.31500000000005,1.8049999999999835
362,332.13500000000005,1.8099999999999834
363,333.96000000000004,1.8149999999999833
364,335.79,1.8199999999999832
365,337.625,1.824999999999983
366,339.465,1.829999999999983
367,341.31,1.8349999999999829
368,343.16,1.8399999999999828
369,345.01500000000004,1.8449999999999827
370,346.87500000000006,1.8499999999999825
371,348.74000000000007,1.8549999999999824
372,350.61000000000007,1.8599999999999823
373,352.48500000000007,1.8649999999999822
374,354.36500000000007,1.8699999999999821
375,356.25000000000006,1.874999999999982
376,358.14000000000004,1.879999999999982
377,360.035,1.8849999999999818
378,361.935,1.8899999999999817
379,363.84,1.8949999999999816
380,365.75,1.8999999999999815
381,367.665,1.9049999999999814
382,369.58500000000004,1.9099999999999813
383,371.51000000000005,1.9149999999999812
384,373.44000000000005,1.919999999999981
385,375.37500000000006,1.924999999999981
386,377.31500000000005,1.9299999999999808
387,379.26000000000005,1.9349999999999807
388,381.21000000000004,1.9399999999999806
389,383.165,1.9449999999999805
390,385.125,1.9499999999999804
391,387.09,1.9549999999999803
392,389.06,1.9599999999999802
393,391.035,1.96499999999998
394,393.01500000000004,1.96999999999998
395,395.00000000000006,1.9749999999999799
396,396.99000000000007,1.9799999999999798
397,398.98500000000007,1.9849999999999797
398,400.98500000000007,1.9899999999999796
399,402.99000000000007,1.9949999999999795
400,405.00000000000006,1.9999999999999793
401,407.01500000000004,2.0049999999999795
402,409.035,2.0099999999999794
403,411.06,2.0149999999999793
404,413.09,2.019999999999979
405,415.125,2.024999999999979
406,417.165,2.029999999999979
407,419.21000000000004,2.034999999999979
408,421.26000000000005,2.0399999999999787
409,423.31500000000005,2.0449999999999786
410,425.37500000000006,2.0499999999999785
411,427.44000000000005,2.0549999999999784
412,429.51000000000005,2.0599999999999783
413,431.58500000000004,2.064999999999978
414,433.665,2.069999999999978
415,435.75,2.074999999999978
416,437.84,2.079999999999978
417,439.935,2.0849999999999778
418,442.035,2.0899999999999777
419,444.14000000000004,2.0949999999999775
420,446.25000000000006,2.0999999999999774
421,448.36500000000007,2.1049999999999773
422,450.48500000000007,2.1099999999999772
423,452.61000000000007,2.114999999999977
424,454.74000000000007,2.119999999999977
425,456.87500000000006,2.124999999999977
426,459.01500000000004,2.129999999999977
427,461.16,2.1349999999999767
428,463.31,2.1399999999999766
429,465.465,2.1449999999999765
430,467.625,2.1499999999999764
431,469.79,2.1549999999999763
432,471.96000000000004,2.159999999999976
433,474.13500000000005,2.164999999999976
434,476.31500000000005,2.169999999999976
435,478.50000000000006,2.174999999999976
436,480.69000000000005,2.1799999999999757
437,482.88500000000005,2.1849999999999756
438,485.08500000000004,2.1899999999999755
439,487.29,2.1949999999999754
440,489.5,2.1999999999999753
441,491.715,2.204999999999975
442,493.935,2.209999999999975
443,496.16,2.214999999999975
444,498.39000000000004,2.219999999999975
445,500.62500000000006,2.2249999999999748
446,502.86500000000007,2.2299999999999747
447,505.11000000000007,2.2349999999999746
448,507.36000000000007,2.2399999999999745
449,509.61500000000007,2.2449999999999743
450,511.87500000000006,2.2499999999999742
451,514.1400000000001,2.254999999999974
452,516.4100000000001,2.259999999999974
453,518.6850000000001,2.264999999999974
454,520.965,2.269999999999974
455,523.25,2.2749999999999737
456,525.54,2.2799999999999736
457,527.8349999999999,2.2849999999999735
458,530.1349999999999,2.2899999999999734
459,532.4399999999998,2.2949999999999733
460,534.7499999999998,2.299999999999973
461,537.0649999999998,2.304999999999973
462,539.3849999999999,2.309999999999973
463,541.7099999999999,2.314999999999973
464,544.04,2.3199999999999728
465,546.375,2.3249999999999726
466,548.715,2.3299999999999725
467,551.0600000000001,2.3349999999999724
468,553.4100000000001,2.3399999999999723
469,555.7650000000001,2.344999999999972
470,558.1250000000001,2.349999999999972
471,560.4900000000001,2.354999999999972
472,562.8600000000001,2.359999999999972
473,565.2350000000001,2.364999999999972
474,567.6150000000001,2.3699999999999717
475,570.0000000000001,2.3749999999999716
476,572.3900000000001,2.3799999999999715
477,574.7850000000001,2.3849999999999714
478,577.1850000000001,2.3899999999999713
479,579.59,2.394999999999971
480,582.0,2.399999999999971
481,584.415,2.404999999999971
482,586.8349999999999,2.409999999999971
483,589.2599999999999,2.4149999999999707
484,591.6899999999998,2.4199999999999706
485,594.1249999999998,2.4249999999999705
486,596.5649999999998,2.4299999999999704
487,599.0099999999999,2.4349999999999703
488,601.4599999999999,2.43999999999997
489,603.915,2.44499999999997
490,606.375,2.44999999999997
491,608.84,2.45499999999997
492,611.3100000000001,2.4599999999999698
493,613.7850000000001,2.4649999999999697
494,616.2650000000001,2.4699999999999696
495,618.7500000000001,2.4749999999999694
496,621.2400000000001,2.4799999999999693
497,623.7350000000001,2.4849999999999692
498,626.2350000000001,2.489999999999969
499,628.7400000000001,2.494999999999969
500,631.2500000000001,2.499999999999969
